,feature01,feature04,feature07,feature08,feature09,feature10,feature14,feature17,feature22,feature23,feature11,feature12,feature13,feature15,feature16,feature10.1,feature21,target
1408,2.0,1163.0,1674.0,6.0,7.0,1918.0,1.0,4.0,511.0,1950.0,NA,NA,red,good,bad,0,0.0,185000.0
1472,2.0,1536.0,1536.0,7.0,5.0,2002.0,0.0,3.0,0.0,2003.0,NA,NA,red,NA,good,0,0.0,214000.0
2868,2.0,1430.0,1647.0,5.0,6.0,1977.0,1.0,3.0,0.0,1977.0,NA,NA,red,bad,good,0,0.0,217500.0
1459,2.0,1055.0,2263.0,8.0,5.0,2001.0,1.0,3.0,1208.0,2002.0,NA,NA,red,bad,good,0,1.0,287000.0
8,2.0,1595.0,1616.0,8.0,5.0,1995.0,1.0,2.0,0.0,1996.0,NA,NA,red,bad,good,0,0.0,236500.0
1413,1.0,861.0,1367.0,5.0,8.0,1900.0,0.0,4.0,406.0,1950.0,Grvl,dog,red,NA,bad,1,0.0,119000.0
1316,2.0,482.0,1912.0,6.0,7.0,1905.0,1.0,3.0,691.0,2000.0,Pave,NA,red,bad,bad,0,0.0,163000.0
1426,3.0,1751.0,1766.0,9.0,5.0,2008.0,2.0,3.0,0.0,2008.0,NA,NA,red,good,amazing,0,1.0,395039.0
969,1.0,1008.0,1008.0,5.0,7.0,1968.0,0.0,3.0,0.0,1968.0,NA,dog,red,NA,good,1,0.0,139500.0
1362,2.0,880.0,1308.0,5.0,6.0,1915.0,0.0,2.0,428.0,1978.0,Grvl,NA,red,NA,bad,0,0.0,120000.0
2388,3.0,1090.0,2206.0,9.0,5.0,2005.0,1.0,4.0,1089.0,2006.0,NA,NA,red,good,amazing,0,1.0,300000.0
2889,2.0,1128.0,1210.0,6.0,6.0,1975.0,0.0,3.0,0.0,1975.0,NA,NA,red,NA,bad,0,0.0,148000.0
2101,2.0,1316.0,1316.0,7.0,5.0,2007.0,1.0,3.0,0.0,2007.0,NA,NA,red,good,good,0,0.0,200141.0
2550,1.0,1248.0,1248.0,5.0,7.0,1960.0,0.0,3.0,0.0,1960.0,NA,dog,red,NA,bad,1,0.0,151500.0
323,2.0,1430.0,1430.0,5.0,5.0,2004.0,0.0,3.0,0.0,2005.0,NA,NA,red,NA,good,0,0.0,173500.0
733,1.0,672.0,1324.0,4.0,6.0,1936.0,0.0,3.0,567.0,1950.0,NA,NA,red,NA,bad,1,0.0,128000.0
2054,1.0,814.0,913.0,6.0,5.0,1966.0,0.0,3.0,0.0,1966.0,NA,NA,red,NA,bad,1,0.0,129000.0
696,2.0,240.0,1306.0,5.0,8.0,1910.0,0.0,3.0,496.0,2003.0,NA,dog,red,NA,good,1,1.0,130000.0
1451,1.0,864.0,864.0,5.0,7.0,1972.0,0.0,3.0,0.0,1972.0,NA,NA,red,NA,bad,1,0.0,127000.0
1287,1.0,680.0,1360.0,5.0,5.0,1910.0,0.0,2.0,680.0,2003.0,Grvl,NA,red,NA,bad,1,0.0,111000.0
1808,2.0,1094.0,1094.0,5.0,5.0,2003.0,0.0,3.0,0.0,2004.0,NA,NA,red,NA,good,1,0.0,149000.0
1141,2.0,1408.0,1679.0,6.0,5.0,1994.0,1.0,3.0,0.0,1998.0,NA,NA,red,okay,good,0,0.0,193500.0
2480,2.0,1398.0,1398.0,6.0,5.0,1990.0,0.0,2.0,0.0,1991.0,NA,dog,red,NA,good,0,0.0,172000.0
1134,0.0,1175.0,1175.0,6.0,5.0,2005.0,0.0,3.0,0.0,2006.0,NA,NA,red,NA,good,1,0.0,146000.0
1131,0.0,1080.0,1080.0,7.0,5.0,2004.0,0.0,3.0,0.0,2005.0,NA,NA,red,NA,good,1,0.0,141000.0
2252,2.0,1454.0,1478.0,7.0,5.0,1991.0,1.0,3.0,0.0,1992.0,NA,NA,red,bad,bad,0,0.0,210000.0
502,2.0,1070.0,2061.0,7.0,5.0,1995.0,1.0,3.0,967.0,1996.0,NA,NA,red,bad,good,0,1.0,260000.0
1172,2.0,600.0,1252.0,7.0,5.0,1999.0,0.0,2.0,628.0,2000.0,Pave,NA,red,NA,good,0,1.0,160000.0
1085,2.0,789.0,1515.0,6.0,5.0,2004.0,1.0,3.0,702.0,2004.0,NA,NA,red,good,good,0,1.0,179000.0
2925,2.0,1003.0,1003.0,6.0,6.0,1984.0,0.0,3.0,0.0,1984.0,NA,cat,red,NA,bad,1,0.0,142500.0
2629,1.0,1150.0,1150.0,5.0,4.0,1961.0,0.0,3.0,0.0,1961.0,NA,NA,red,NA,bad,1,0.0,146000.0
1463,2.0,884.0,1768.0,7.0,5.0,2003.0,0.0,3.0,884.0,2003.0,NA,NA,red,NA,good,0,1.0,224900.0
109,2.0,1492.0,1492.0,7.0,5.0,2002.0,1.0,3.0,0.0,2002.0,NA,NA,red,good,good,0,0.0,230000.0
2856,1.0,824.0,1288.0,5.0,4.0,1941.0,0.0,4.0,464.0,1950.0,NA,NA,red,NA,bad,1,0.0,112000.0
77,1.0,918.0,918.0,6.0,5.0,1979.0,1.0,2.0,0.0,1979.0,NA,NA,red,bad,bad,0,0.0,99500.0
261,1.0,894.0,894.0,5.0,6.0,1976.0,0.0,3.0,0.0,1976.0,NA,dog,red,NA,bad,1,0.0,128200.0
1496,2.0,1132.0,1132.0,4.0,5.0,2005.0,0.0,2.0,0.0,2005.0,NA,NA,red,NA,good,1,1.0,176000.0
2055,1.0,894.0,894.0,5.0,5.0,1966.0,0.0,3.0,0.0,1966.0,NA,dog,red,NA,bad,1,0.0,125000.0
1005,2.0,773.0,1658.0,6.0,5.0,1995.0,1.0,3.0,885.0,1996.0,NA,NA,red,bad,bad,0,1.0,188000.0
680,1.0,1041.0,1041.0,5.0,6.0,1958.0,0.0,3.0,0.0,1958.0,NA,cow,red,NA,bad,1,0.0,128000.0
1598,1.0,1113.0,1160.0,5.0,6.0,1968.0,0.0,3.0,0.0,1968.0,NA,cow,red,NA,good,1,0.0,152500.0
2049,2.0,1420.0,1452.0,5.0,5.0,1964.0,1.0,2.0,0.0,1980.0,NA,NA,red,bad,bad,1,0.0,158450.0
400,2.0,864.0,864.0,4.0,6.0,1971.0,0.0,2.0,0.0,1971.0,NA,NA,red,NA,bad,1,0.0,97000.0
473,2.0,1145.0,1145.0,7.0,5.0,2005.0,1.0,2.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,160200.0
1464,2.0,1129.0,2327.0,7.0,5.0,2003.0,1.0,4.0,1198.0,2003.0,NA,NA,red,good,good,0,1.0,240000.0
226,2.0,720.0,1440.0,5.0,5.0,1968.0,2.0,4.0,720.0,1968.0,NA,dog,red,bad,bad,1,1.0,163000.0
1794,2.0,1335.0,1335.0,7.0,5.0,2006.0,0.0,3.0,0.0,2007.0,NA,NA,red,NA,good,0,0.0,210400.0
373,2.0,1602.0,1602.0,6.0,7.0,1977.0,1.0,3.0,0.0,2000.0,NA,NA,red,bad,good,0,0.0,215000.0
1535,1.0,1091.0,1091.0,6.0,5.0,1951.0,1.0,2.0,0.0,1951.0,NA,dog,blue,bad,bad,1,0.0,104000.0
651,2.0,699.0,1527.0,7.0,7.0,1948.0,1.0,3.0,726.0,1999.0,NA,cow,blue,good,bad,1,1.0,152500.0
1844,2.0,756.0,1512.0,6.0,5.0,2000.0,1.0,2.0,756.0,2000.0,NA,NA,red,bad,good,0,1.0,168500.0
417,1.0,836.0,836.0,7.0,6.0,1976.0,0.0,2.0,0.0,1976.0,NA,NA,red,NA,bad,1,0.0,128500.0
123,2.0,1152.0,1152.0,5.0,7.0,1964.0,1.0,3.0,0.0,1964.0,NA,NA,red,good,bad,1,0.0,180500.0
1890,2.0,1174.0,1200.0,7.0,6.0,1966.0,1.0,3.0,0.0,1966.0,NA,dog,red,bad,bad,0,0.0,163500.0
843,2.0,1490.0,1501.0,7.0,5.0,1999.0,0.0,3.0,0.0,1999.0,NA,NA,red,NA,good,0,0.0,204000.0
499,3.0,1264.0,2344.0,7.0,5.0,1996.0,1.0,3.0,1067.0,1997.0,NA,NA,red,bad,good,0,1.0,265000.0
638,1.0,1200.0,1200.0,4.0,5.0,1956.0,2.0,3.0,0.0,1956.0,NA,NA,red,good,bad,1,0.0,144000.0
1042,1.0,483.0,987.0,6.0,6.0,1970.0,0.0,2.0,504.0,1970.0,NA,NA,red,NA,bad,1,1.0,106000.0
387,2.0,1621.0,1621.0,5.0,7.0,1975.0,2.0,3.0,0.0,1975.0,NA,NA,red,okay,bad,0,0.0,213000.0
2017,1.0,939.0,1513.0,5.0,8.0,1920.0,0.0,4.0,574.0,2004.0,NA,NA,red,NA,bad,1,1.0,137500.0
797,1.0,560.0,1258.0,6.0,5.0,1939.0,0.0,2.0,560.0,1950.0,NA,dog,red,NA,bad,1,0.0,105000.0
1711,3.0,895.0,1818.0,8.0,5.0,2007.0,1.0,3.0,923.0,2007.0,NA,NA,red,good,amazing,0,1.0,281500.0
28,2.0,1405.0,1337.0,7.0,5.0,1999.0,1.0,2.0,0.0,1999.0,NA,NA,red,okay,good,0,0.0,184000.0
1850,2.0,1339.0,1358.0,7.0,5.0,1999.0,0.0,3.0,0.0,2000.0,Pave,NA,red,NA,good,0,0.0,204000.0
968,3.0,1978.0,1978.0,9.0,5.0,2007.0,1.0,2.0,0.0,2007.0,NA,NA,red,good,amazing,0,0.0,425000.0
2253,1.0,852.0,918.0,7.0,6.0,1975.0,0.0,3.0,0.0,1975.0,NA,NA,red,NA,bad,1,0.0,148000.0
346,2.0,384.0,1628.0,7.0,5.0,1996.0,1.0,3.0,670.0,1997.0,NA,NA,red,bad,bad,0,1.0,189000.0
2315,2.0,802.0,1511.0,6.0,5.0,1997.0,1.0,3.0,709.0,1997.0,NA,NA,red,bad,bad,0,1.0,185000.0
1029,2.0,1444.0,1444.0,6.0,5.0,1976.0,1.0,2.0,0.0,1976.0,NA,cow,red,good,bad,0,0.0,159900.0
1802,2.0,1574.0,1584.0,8.0,5.0,2007.0,1.0,2.0,0.0,2007.0,NA,NA,red,good,amazing,0,0.0,261329.0
122,2.0,533.0,1775.0,6.0,5.0,1964.0,0.0,3.0,644.0,1964.0,Pave,NA,red,NA,bad,0,0.0,136300.0
514,2.0,900.0,1852.0,7.0,5.0,2009.0,1.0,3.0,920.0,2009.0,NA,NA,red,bad,good,0,1.0,252678.0
1638,3.0,1100.0,1424.0,5.0,5.0,1969.0,0.0,3.0,0.0,1990.0,NA,NA,red,NA,bad,1,1.0,155000.0
2417,3.0,1052.0,2373.0,8.0,5.0,2004.0,1.0,4.0,1321.0,2005.0,NA,NA,red,good,good,0,1.0,258000.0
265,2.0,941.0,1829.0,7.0,6.0,2003.0,1.0,3.0,888.0,2003.0,NA,NA,red,bad,good,0,1.0,237000.0
46,3.0,2846.0,2696.0,9.0,5.0,2003.0,2.0,3.0,0.0,2004.0,NA,NA,red,good,amazing,0,1.0,500000.0
155,2.0,1086.0,1086.0,5.0,7.0,1954.0,0.0,3.0,0.0,2003.0,NA,cow,red,NA,bad,1,0.0,144900.0
1739,2.0,728.0,1456.0,7.0,5.0,2007.0,0.0,3.0,728.0,2007.0,NA,NA,red,NA,good,0,1.0,177594.0
706,1.0,811.0,1387.0,5.0,4.0,1954.0,0.0,3.0,576.0,1954.0,NA,NA,blue,NA,good,0,0.0,93000.0
619,1.0,1050.0,1050.0,5.0,6.0,1956.0,0.0,2.0,0.0,1956.0,NA,NA,red,NA,bad,1,0.0,128900.0
2535,1.0,1052.0,1052.0,5.0,5.0,1968.0,0.0,3.0,0.0,1968.0,NA,cow,red,NA,bad,1,1.0,138500.0
446,2.0,1502.0,1502.0,7.0,5.0,2009.0,0.0,3.0,0.0,2009.0,NA,NA,red,NA,good,0,0.0,233170.0
212,1.0,600.0,919.0,6.0,5.0,1940.0,0.0,3.0,319.0,1950.0,NA,dog,red,NA,bad,1,0.0,95000.0
1765,3.0,1389.0,2582.0,8.0,5.0,1998.0,1.0,4.0,1171.0,1999.0,NA,NA,red,bad,good,0,1.0,322500.0
1579,2.0,1495.0,1495.0,6.0,5.0,1989.0,1.0,3.0,0.0,1989.0,NA,NA,red,bad,bad,0,0.0,150000.0
1552,1.0,1151.0,1955.0,5.0,5.0,1958.0,0.0,4.0,804.0,1958.0,NA,NA,blue,NA,bad,0,0.0,165500.0
114,2.0,980.0,1714.0,7.0,5.0,1988.0,1.0,3.0,734.0,1988.0,NA,dog,red,bad,bad,0,1.0,196500.0
839,2.0,1463.0,1463.0,7.0,5.0,1998.0,0.0,3.0,0.0,1998.0,NA,cat,red,NA,bad,0,0.0,207000.0
1578,3.0,796.0,1612.0,7.0,5.0,2008.0,0.0,3.0,816.0,2008.0,NA,NA,red,NA,good,0,1.0,218689.0
2344,2.0,795.0,2263.0,7.0,7.0,1977.0,1.0,3.0,795.0,1994.0,NA,NA,red,bad,good,0,1.0,235000.0
730,2.0,952.0,1548.0,7.0,7.0,1925.0,0.0,3.0,596.0,2007.0,NA,NA,red,NA,amazing,0,1.0,205000.0
1630,2.0,1302.0,1128.0,6.0,6.0,1964.0,1.0,3.0,0.0,1964.0,NA,dog,red,bad,bad,1,0.0,154204.0
259,1.0,1026.0,1026.0,5.0,8.0,1977.0,0.0,3.0,0.0,2004.0,NA,dog,red,NA,bad,1,1.0,150000.0
2739,2.0,0.0,1488.0,5.0,6.0,1952.0,1.0,3.0,0.0,2002.0,NA,NA,red,good,bad,1,0.0,135000.0
2133,2.0,840.0,1668.0,7.0,5.0,2003.0,0.0,3.0,828.0,2003.0,NA,NA,red,NA,good,0,1.0,180000.0
1675,1.0,525.0,1092.0,6.0,6.0,1973.0,0.0,3.0,567.0,1973.0,NA,NA,red,NA,bad,1,1.0,113500.0
497,3.0,1284.0,2450.0,8.0,5.0,1998.0,1.0,3.0,1140.0,1998.0,NA,NA,red,bad,good,0,1.0,340000.0
1181,2.0,1232.0,1232.0,6.0,6.0,1984.0,0.0,3.0,0.0,1984.0,NA,NA,red,NA,bad,0,0.0,162500.0
2266,2.0,872.0,1756.0,6.0,5.0,1996.0,0.0,3.0,868.0,1997.0,NA,NA,red,NA,bad,0,1.0,204000.0
214,2.0,856.0,1680.0,5.0,7.0,1910.0,1.0,2.0,744.0,1950.0,NA,NA,red,good,bad,0,0.0,114900.0
928,2.0,1561.0,1561.0,6.0,6.0,1960.0,1.0,3.0,0.0,1960.0,NA,NA,red,good,bad,0,0.0,193000.0
2642,1.0,502.0,1004.0,7.0,8.0,1930.0,1.0,2.0,502.0,1950.0,Grvl,dog,red,bad,good,1,0.0,105000.0
1329,1.0,742.0,935.0,5.0,6.0,1930.0,0.0,2.0,0.0,1960.0,NA,NA,blue,NA,bad,1,0.0,79500.0
1256,1.0,913.0,1558.0,5.0,6.0,1945.0,1.0,3.0,510.0,1950.0,Grvl,NA,blue,bad,bad,1,1.0,140000.0
2454,2.0,1100.0,1964.0,8.0,5.0,2005.0,1.0,3.0,848.0,2006.0,NA,NA,red,good,good,0,1.0,252000.0
1509,1.0,941.0,1470.0,4.0,6.0,1954.0,0.0,4.0,473.0,1972.0,NA,NA,red,NA,bad,0,0.0,135000.0
179,1.0,1027.0,1633.0,5.0,7.0,1948.0,1.0,3.0,606.0,2009.0,NA,NA,red,good,good,1,0.0,129000.0
2832,2.0,976.0,1708.0,7.0,5.0,2004.0,0.0,3.0,732.0,2004.0,NA,NA,red,NA,good,0,0.0,130000.0
2596,1.0,833.0,833.0,5.0,7.0,1954.0,0.0,2.0,0.0,2000.0,NA,dog,red,NA,good,1,0.0,117000.0
947,2.0,1434.0,2149.0,7.0,5.0,2003.0,1.0,1.0,631.0,2003.0,NA,NA,red,good,good,1,1.0,239686.0
1466,2.0,850.0,1764.0,8.0,5.0,1999.0,1.0,3.0,878.0,2000.0,NA,NA,red,bad,good,0,1.0,207000.0
172,2.0,1008.0,1028.0,5.0,6.0,1927.0,1.0,2.0,0.0,1950.0,Grvl,NA,blue,good,bad,1,0.0,115000.0
1704,3.0,918.0,2100.0,8.0,5.0,2007.0,2.0,3.0,1142.0,2007.0,NA,NA,red,good,amazing,0,1.0,319500.0
2575,1.0,1383.0,1383.0,6.0,5.0,1960.0,0.0,3.0,0.0,1960.0,NA,NA,red,NA,bad,1,1.0,145250.0
1799,3.0,955.0,1880.0,8.0,5.0,2007.0,1.0,3.0,925.0,2007.0,NA,NA,red,good,amazing,0,1.0,310013.0
2761,2.0,1614.0,1614.0,7.0,5.0,2005.0,1.0,3.0,0.0,2005.0,NA,NA,red,good,good,0,0.0,225000.0
1785,3.0,1689.0,1689.0,7.0,6.0,2007.0,0.0,3.0,0.0,2007.0,NA,NA,red,NA,good,0,0.0,248328.0
2383,3.0,1721.0,1740.0,7.0,5.0,2006.0,0.0,4.0,0.0,2006.0,NA,NA,red,NA,good,0,0.0,293000.0
2584,1.0,1008.0,1008.0,5.0,6.0,1952.0,0.0,2.0,0.0,2003.0,NA,dog,blue,NA,bad,1,0.0,139500.0
1762,3.0,969.0,2285.0,8.0,5.0,2000.0,1.0,4.0,1288.0,2000.0,NA,NA,red,bad,good,0,1.0,248000.0
1161,2.0,1235.0,1245.0,7.0,5.0,2004.0,0.0,1.0,0.0,2005.0,Pave,NA,red,NA,good,0,0.0,178000.0
1653,2.0,539.0,1725.0,7.0,6.0,1979.0,1.0,3.0,685.0,1979.0,NA,NA,red,bad,bad,0,1.0,197000.0
2322,2.0,2062.0,2687.0,8.0,5.0,1994.0,0.0,4.0,608.0,1994.0,NA,NA,red,NA,good,0,1.0,270000.0
2145,2.0,1284.0,2169.0,8.0,5.0,2002.0,1.0,3.0,885.0,2002.0,NA,NA,red,good,good,0,1.0,228500.0
1295,0.0,931.0,1027.0,7.0,6.0,1920.0,1.0,2.0,0.0,2006.0,NA,NA,red,bad,good,1,0.0,120000.0
912,2.0,816.0,1232.0,6.0,8.0,1916.0,1.0,3.0,0.0,2000.0,NA,NA,red,good,good,1,0.0,147500.0
511,2.0,1422.0,1432.0,8.0,5.0,2006.0,1.0,3.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,245000.0
1973,2.0,850.0,960.0,5.0,7.0,1926.0,0.0,2.0,0.0,1980.0,NA,NA,red,NA,bad,1,0.0,103000.0
501,3.0,1347.0,2646.0,7.0,5.0,1993.0,1.0,4.0,1274.0,1993.0,NA,NA,red,bad,good,0,1.0,260000.0
596,2.0,1165.0,2061.0,7.0,5.0,1974.0,1.0,4.0,896.0,1974.0,NA,NA,red,bad,bad,0,1.0,168500.0
2219,1.0,1028.0,2320.0,6.0,8.0,1945.0,1.0,3.0,884.0,2002.0,NA,dog,red,bad,good,0,1.0,259500.0
545,2.0,1454.0,1434.0,7.0,5.0,2001.0,1.0,3.0,0.0,2001.0,NA,NA,red,bad,good,0,0.0,189000.0
1162,2.0,600.0,1200.0,6.0,5.0,2005.0,0.0,2.0,600.0,2005.0,Pave,NA,red,NA,good,0,1.0,165000.0
1564,3.0,1568.0,1689.0,8.0,5.0,2002.0,2.0,3.0,0.0,2002.0,NA,NA,red,good,good,0,0.0,271000.0
1733,2.0,1326.0,1326.0,6.0,5.0,2005.0,0.0,3.0,0.0,2005.0,NA,NA,red,NA,good,0,0.0,203000.0
142,1.0,1314.0,1314.0,5.0,6.0,1957.0,0.0,3.0,0.0,1957.0,NA,NA,red,NA,bad,1,0.0,145000.0
980,1.0,796.0,796.0,5.0,8.0,1972.0,0.0,2.0,0.0,1972.0,NA,dog,red,NA,bad,1,0.0,131900.0
289,2.0,856.0,856.0,6.0,6.0,1939.0,1.0,2.0,0.0,1950.0,NA,NA,red,good,bad,1,0.0,126000.0
2911,1.0,864.0,874.0,5.0,7.0,1968.0,0.0,3.0,0.0,2003.0,NA,NA,red,NA,bad,1,0.0,126500.0
692,2.0,440.0,1230.0,5.0,6.0,1910.0,0.0,2.0,548.0,1981.0,Grvl,dog,red,NA,bad,1,1.0,110000.0
1674,2.0,1405.0,1337.0,6.0,5.0,1997.0,1.0,2.0,0.0,1998.0,NA,NA,red,bad,good,0,0.0,177000.0
888,2.0,690.0,1426.0,6.0,6.0,1977.0,0.0,3.0,728.0,1977.0,NA,dog,red,NA,bad,1,1.0,159500.0
71,2.0,1468.0,1468.0,6.0,5.0,2005.0,1.0,2.0,0.0,2005.0,NA,NA,red,good,good,0,0.0,271500.0
2316,2.0,1392.0,2462.0,7.0,5.0,2005.0,1.0,4.0,1070.0,2006.0,NA,NA,red,good,good,0,1.0,320000.0
349,2.0,2208.0,2522.0,8.0,5.0,2004.0,1.0,1.0,0.0,2005.0,NA,NA,red,good,good,0,0.0,375000.0
445,2.0,1760.0,1760.0,7.0,5.0,2003.0,1.0,3.0,0.0,2004.0,NA,NA,red,good,good,0,0.0,269500.0
83,2.0,0.0,1902.0,6.0,5.0,1978.0,0.0,4.0,584.0,1978.0,NA,NA,red,NA,bad,0,0.0,112000.0
2477,2.0,941.0,1837.0,6.0,5.0,1997.0,0.0,3.0,896.0,1998.0,NA,cat,red,NA,bad,0,1.0,187000.0
363,2.0,978.0,1983.0,7.0,5.0,1999.0,1.0,3.0,978.0,1999.0,NA,NA,red,bad,good,0,1.0,225000.0
1665,2.0,925.0,1422.0,5.0,6.0,1970.0,0.0,3.0,0.0,1990.0,NA,cow,red,NA,bad,1,0.0,155000.0
143,1.0,1194.0,1194.0,6.0,6.0,1959.0,0.0,3.0,0.0,1959.0,NA,NA,red,NA,bad,1,0.0,148000.0
2520,2.0,1226.0,1226.0,8.0,5.0,1980.0,1.0,1.0,0.0,1980.0,NA,NA,red,okay,good,1,0.0,190000.0
2715,2.0,1461.0,1721.0,5.0,6.0,1968.0,1.0,3.0,0.0,1993.0,NA,dog,red,bad,bad,0,1.0,180000.0
2841,0.0,864.0,1414.0,4.0,4.0,1922.0,1.0,3.0,0.0,1950.0,Grvl,NA,red,good,bad,1,0.0,83000.0
233,2.0,1117.0,1981.0,6.0,5.0,1978.0,1.0,4.0,864.0,1992.0,NA,NA,red,bad,good,0,1.0,230000.0
2365,2.0,765.0,1365.0,5.0,6.0,1973.0,1.0,3.0,600.0,1973.0,NA,NA,red,okay,good,1,1.0,125500.0
1571,2.0,1277.0,1501.0,7.0,6.0,1986.0,1.0,2.0,0.0,1986.0,NA,NA,red,bad,good,0,0.0,241500.0
1810,2.0,928.0,1721.0,6.0,5.0,1994.0,0.0,3.0,785.0,1994.0,NA,NA,red,NA,good,0,1.0,201000.0
2260,2.0,1546.0,1564.0,8.0,5.0,2006.0,1.0,2.0,0.0,2007.0,NA,NA,red,good,amazing,0,0.0,267300.0
964,2.0,1645.0,1479.0,7.0,5.0,1987.0,1.0,3.0,0.0,1989.0,NA,NA,red,okay,good,0,1.0,213500.0
215,0.0,780.0,1020.0,5.0,8.0,1875.0,0.0,2.0,240.0,1996.0,NA,NA,red,NA,bad,1,0.0,94000.0
617,2.0,1680.0,1691.0,6.0,5.0,1967.0,0.0,2.0,0.0,1967.0,NA,dog,red,NA,bad,1,0.0,175000.0
7,2.0,1280.0,1280.0,8.0,5.0,1992.0,0.0,2.0,0.0,1992.0,NA,NA,red,NA,good,0,0.0,191500.0
1054,3.0,1582.0,1582.0,8.0,5.0,2007.0,0.0,3.0,0.0,2007.0,NA,NA,red,NA,good,0,0.0,317500.0
2160,2.0,738.0,1476.0,7.0,5.0,2007.0,0.0,3.0,738.0,2007.0,NA,NA,red,NA,good,0,1.0,179400.0
2487,2.0,0.0,1654.0,6.0,6.0,1977.0,0.0,4.0,368.0,1977.0,NA,NA,red,NA,bad,0,0.0,119500.0
33,2.0,855.0,1456.0,6.0,6.0,1975.0,1.0,3.0,601.0,1975.0,NA,NA,red,bad,good,0,1.0,149900.0
1433,2.0,990.0,990.0,5.0,5.0,1994.0,0.0,3.0,0.0,1995.0,NA,NA,red,NA,bad,1,0.0,145000.0
2271,3.0,1616.0,1629.0,8.0,5.0,2002.0,1.0,3.0,0.0,2003.0,NA,NA,red,good,good,0,0.0,270000.0
690,1.0,894.0,894.0,5.0,5.0,1962.0,0.0,2.0,0.0,1962.0,NA,NA,red,NA,bad,1,0.0,109500.0
789,1.0,1073.0,1073.0,5.0,5.0,1956.0,0.0,2.0,0.0,1956.0,NA,cat,blue,NA,bad,1,0.0,121500.0
599,2.0,894.0,894.0,4.0,7.0,1960.0,1.0,2.0,0.0,1960.0,NA,cow,red,bad,bad,1,0.0,141500.0
468,3.0,1373.0,1555.0,7.0,5.0,2007.0,1.0,2.0,0.0,2007.0,NA,NA,red,bad,good,0,0.0,174000.0
1506,0.0,0.0,1137.0,5.0,8.0,1947.0,0.0,4.0,208.0,1993.0,NA,NA,red,NA,bad,1,1.0,96000.0
448,3.0,2452.0,2452.0,9.0,5.0,2003.0,1.0,3.0,0.0,2003.0,NA,dog,red,good,amazing,0,0.0,445000.0
1869,2.0,1148.0,2075.0,7.0,6.0,1993.0,1.0,3.0,984.0,1993.0,NA,NA,red,good,good,0,1.0,255000.0
1427,3.0,1080.0,2097.0,7.0,5.0,1993.0,1.0,3.0,1017.0,1993.0,NA,NA,red,bad,good,0,1.0,228000.0
133,1.0,1268.0,1268.0,5.0,6.0,1954.0,1.0,2.0,0.0,1954.0,NA,NA,red,good,bad,1,0.0,132000.0
1193,2.0,912.0,912.0,5.0,8.0,1965.0,0.0,2.0,0.0,2008.0,NA,NA,red,NA,good,1,0.0,147000.0
1269,1.0,1075.0,1507.0,5.0,5.0,1960.0,0.0,4.0,0.0,1960.0,NA,cow,red,NA,bad,0,0.0,127000.0
2324,2.0,697.0,1501.0,6.0,5.0,1993.0,1.0,3.0,804.0,1994.0,NA,NA,red,bad,good,0,1.0,165600.0
2127,2.0,824.0,1786.0,6.0,5.0,1997.0,0.0,3.0,881.0,1997.0,NA,NA,red,NA,good,0,1.0,204750.0
2407,3.0,1686.0,1686.0,9.0,5.0,2006.0,1.0,1.0,0.0,2006.0,NA,NA,red,good,amazing,0,0.0,332200.0
1793,2.0,1338.0,1338.0,8.0,5.0,2007.0,0.0,3.0,0.0,2007.0,NA,NA,red,NA,good,0,0.0,208900.0
1617,2.0,794.0,1470.0,6.0,6.0,1997.0,0.0,3.0,676.0,1997.0,NA,NA,red,NA,bad,0,0.0,177000.0
1394,1.0,672.0,672.0,5.0,8.0,1940.0,0.0,2.0,0.0,1997.0,NA,cat,red,NA,bad,1,0.0,108000.0
1608,2.0,864.0,889.0,5.0,6.0,1984.0,0.0,3.0,0.0,1984.0,NA,NA,red,NA,bad,1,0.0,137500.0
297,2.0,423.0,1652.0,7.0,6.0,1994.0,0.0,3.0,756.0,2007.0,NA,NA,red,NA,good,0,1.0,203135.0
639,2.0,1362.0,1382.0,6.0,5.0,1962.0,1.0,3.0,0.0,1962.0,NA,cow,red,bad,bad,1,0.0,176000.0
1449,2.0,864.0,1558.0,5.0,6.0,1975.0,0.0,2.0,0.0,2001.0,NA,NA,red,NA,bad,0,0.0,163000.0
748,2.0,728.0,2019.0,7.0,8.0,1910.0,0.0,3.0,883.0,1993.0,NA,cat,red,NA,good,1,0.0,167500.0
1546,0.0,796.0,796.0,4.0,4.0,1922.0,0.0,2.0,0.0,1950.0,NA,dog,red,NA,bad,1,0.0,55000.0
1931,2.0,1560.0,1560.0,5.0,5.0,1958.0,0.0,4.0,0.0,1958.0,NA,NA,red,NA,bad,0,0.0,128600.0
1364,1.0,768.0,1236.0,6.0,6.0,1925.0,1.0,3.0,448.0,1950.0,NA,dog,red,good,bad,0,0.0,127000.0
2816,2.0,676.0,1436.0,4.0,6.0,1910.0,0.0,3.0,676.0,2000.0,NA,NA,red,NA,bad,0,0.0,98000.0
1867,2.0,1124.0,1610.0,7.0,7.0,1972.0,1.0,3.0,0.0,1987.0,NA,NA,red,bad,good,0,0.0,185000.0
1488,1.0,1256.0,1256.0,5.0,6.0,1965.0,0.0,3.0,0.0,1965.0,NA,NA,red,NA,bad,1,1.0,147500.0
