,feature01,feature02,feature04,feature05,feature06,feature07,feature08,feature09,feature10,feature10.1,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature21,feature22,feature23,target
646,1.0,288.0,1008.0,1363,6,1363,5,7,1951,1,red,2,bad,bad,2,1,6,0,0,2000,164900
1854,2.0,546.0,2002.0,2362,8,2362,7,6,1980,2,red,1,bad,good,3,1,3,1,0,1980,255000
558,1.0,288.0,1024.0,1020,5,1020,5,5,1965,2,red,0,NA,bad,3,1,5,0,0,1965,124100
2765,2.0,540.0,938.0,988,4,988,6,5,1969,1,red,2,bad,bad,1,1,10,0,0,1969,180000
697,0.0,0.0,504.0,764,7,1464,5,8,1910,2,red,0,NA,bad,3,1,3,0,700,2002,129000
2186,0.0,0.0,1195.0,1195,8,1195,5,6,1946,2,red,0,NA,bad,4,2,7,0,0,1950,98500
2592,3.0,1008.0,2171.0,1392,10,2640,5,5,1925,2,red,1,good,bad,5,1,7,1,1248,1975,180000
2435,2.0,393.0,783.0,807,8,1509,7,5,2003,2,red,1,good,good,3,1,7,1,702,2003,180000
653,1.0,240.0,972.0,972,5,972,6,6,1948,1,red,1,good,bad,2,1,5,0,0,2002,132000
2554,1.0,305.0,747.0,774,5,1230,4,7,1946,1,red,0,NA,bad,3,1,8,1,456,1950,121600
2702,1.0,260.0,0.0,1032,6,1032,5,7,1935,1,red,1,bad,bad,2,1,6,0,0,1950,125000
1239,2.0,433.0,1261.0,1261,6,1261,6,6,1958,1,red,1,bad,bad,3,1,11,0,0,1958,163000
424,2.0,840.0,1652.0,1652,6,1652,9,5,2006,2,red,2,amazing,amazing,2,1,11,0,0,2007,325000
597,2.0,495.0,1232.0,1320,5,1320,6,5,1971,2,red,1,good,bad,3,1,5,0,0,1971,172500
563,3.0,864.0,2014.0,2014,6,2014,8,8,1980,2,red,2,good,good,2,1,4,0,0,1980,275000
343,2.0,538.0,1952.0,2000,9,2704,8,7,1972,2,red,3,bad,amazing,4,1,7,1,704,1995,345000
2344,2.0,539.0,795.0,1468,9,2263,7,7,1977,2,red,1,bad,good,3,1,3,1,795,1994,235000
1105,3.0,839.0,2109.0,2113,7,2113,8,6,1995,2,red,1,bad,good,2,1,8,1,0,1995,350000
2617,2.0,441.0,1438.0,1900,9,2448,7,8,1962,3,red,2,good,bad,3,1,9,0,548,1998,277500
710,1.0,273.0,190.0,886,4,886,5,8,1938,1,blue,0,NA,bad,2,1,12,0,0,1996,91300
2513,2.0,496.0,530.0,530,4,1080,7,5,2003,2,red,0,NA,good,2,1,7,1,550,2003,139000
2080,1.0,399.0,864.0,864,6,864,5,5,1958,1,red,0,NA,bad,3,1,5,0,0,1958,118000
2147,2.0,527.0,1459.0,1459,6,1459,7,5,2002,2,red,1,good,good,3,1,9,0,0,2002,192000
2343,3.0,786.0,1204.0,1377,9,2183,7,5,1988,2,red,0,NA,good,4,1,2,1,806,1988,229000
1467,2.0,493.0,915.0,933,8,1908,7,5,1994,2,red,1,bad,good,4,1,7,1,975,1995,210000
2871,2.0,540.0,1844.0,1844,7,1844,6,5,1969,2,red,1,bad,good,3,1,12,0,0,1969,223000
975,1.0,286.0,630.0,630,3,630,4,8,1970,1,red,0,NA,good,1,1,5,0,0,2002,86000
1281,2.0,442.0,780.0,798,7,1611,6,6,1964,1,red,0,NA,bad,4,1,6,1,813,1964,167900
1180,2.0,473.0,1719.0,1719,6,1719,8,5,1993,1,red,2,good,good,1,1,5,1,0,1993,324000
375,2.0,484.0,1427.0,1671,7,1671,6,6,1978,2,red,1,bad,bad,3,1,8,0,0,1986,200000
2599,1.0,280.0,448.0,448,5,720,4,8,1900,1,red,0,NA,okay,1,1,3,0,272,1998,86900
1984,1.0,252.0,570.0,761,6,1141,4,6,1900,1,red,0,NA,bad,3,1,5,0,380,1950,85000
1994,2.0,468.0,926.0,991,6,1650,6,8,1910,2,red,0,NA,bad,3,1,11,0,659,1990,144100
1519,1.0,312.0,1228.0,1424,7,1424,7,8,1921,2,red,1,good,bad,2,1,4,0,0,1950,168000
1604,1.0,264.0,816.0,816,5,816,5,9,1982,1,red,1,amazing,good,3,1,10,0,0,2008,130500
1723,2.0,556.0,1561.0,1561,6,1561,9,5,2005,2,red,1,good,amazing,2,1,8,0,0,2005,277500
1510,1.0,300.0,816.0,872,8,1393,5,7,1955,1,red,0,NA,bad,3,1,4,1,521,1955,135500
504,3.0,711.0,1629.0,1686,8,2448,8,7,1994,2,red,1,bad,good,4,1,7,1,762,2005,402000
147,2.0,440.0,1244.0,1580,6,1580,6,5,1959,1,red,2,good,bad,3,1,6,1,0,1959,159500
261,1.0,308.0,894.0,894,5,894,5,6,1976,1,red,0,NA,bad,3,1,2,0,0,1976,128200
779,1.0,336.0,825.0,2071,9,2071,5,5,1956,1,red,1,bad,bad,4,1,10,1,0,1956,165000
13,2.0,506.0,1300.0,1341,5,1341,7,5,1990,1,red,1,horrible,good,2,1,2,1,0,1990,171500
639,2.0,884.0,1362.0,1382,6,1382,6,5,1962,1,red,1,bad,bad,3,1,5,0,0,1962,176000
2088,1.0,252.0,0.0,1340,7,1340,5,6,1957,1,red,1,good,bad,3,1,6,0,0,2006,120000
1315,2.0,360.0,689.0,689,7,1378,7,9,1928,2,red,1,good,good,3,1,10,0,689,2005,161000
114,2.0,496.0,980.0,980,7,1714,7,5,1988,2,red,1,bad,bad,3,1,3,1,734,1988,196500
1623,2.0,420.0,691.0,691,6,1553,7,5,1996,2,red,0,NA,good,3,1,8,1,862,1996,178750
972,2.0,402.0,1224.0,1224,5,1224,6,5,1999,2,red,0,NA,bad,2,1,6,0,0,1999,165000
2770,2.0,473.0,781.0,795,6,1499,6,5,1995,2,red,1,bad,good,3,1,8,1,704,1995,187000
244,2.0,476.0,741.0,977,7,1732,6,5,1985,2,red,1,bad,good,3,1,6,1,755,1985,178000
545,2.0,527.0,1454.0,1434,6,1434,7,5,2001,2,red,1,bad,good,3,1,4,0,0,2001,189000
1377,1.0,384.0,1040.0,1040,5,1040,5,5,1965,1,red,0,NA,bad,3,1,2,0,0,1965,129500
1800,3.0,826.0,1656.0,1656,7,1656,8,5,2006,2,red,0,NA,good,3,1,7,0,0,2006,249700
683,1.0,288.0,528.0,1183,6,1183,5,5,1959,1,red,0,NA,bad,3,1,7,0,0,1959,138000
2922,2.0,560.0,1728.0,1728,8,1728,5,5,1976,2,red,0,NA,bad,4,2,7,0,0,1976,188000
56,2.0,433.0,847.0,847,7,1733,7,5,2004,2,red,1,good,good,3,1,4,1,886,2004,185088
1268,2.0,420.0,0.0,1048,7,1048,5,5,1950,1,red,0,NA,bad,3,1,7,0,0,1950,98300
2809,2.0,572.0,784.0,784,6,1611,7,5,2005,2,red,0,NA,good,3,1,3,1,827,2005,195800
439,3.0,856.0,1713.0,1713,7,1713,8,5,2004,2,red,1,good,amazing,3,1,1,0,0,2005,274900
2202,1.0,228.0,585.0,851,7,1436,6,7,1921,1,red,1,good,bad,3,1,4,0,585,1950,141500
2060,1.0,386.0,955.0,955,6,955,5,7,1966,1,red,0,NA,bad,3,1,1,0,0,1966,127000
2853,1.0,288.0,818.0,818,7,1636,7,8,1919,1,red,1,good,good,4,1,9,1,818,1950,167000
155,2.0,490.0,1086.0,1086,6,1086,5,7,1954,1,red,0,NA,bad,3,1,5,0,0,2003,144900
2926,2.0,484.0,864.0,902,5,902,5,5,1983,1,red,0,NA,bad,2,1,6,0,0,1983,131000
1384,2.0,506.0,1060.0,1126,5,1126,5,5,1984,1,red,0,NA,bad,2,1,3,0,0,1984,152000
1031,2.0,439.0,1176.0,1178,5,1178,5,6,1973,1,red,1,okay,good,3,1,11,1,0,2000,157000
60,3.0,962.0,1629.0,1645,7,2475,8,5,1998,2,red,1,bad,good,4,1,1,1,830,1998,355000
29,1.0,264.0,483.0,483,5,987,6,5,1971,1,red,0,NA,bad,2,1,2,1,504,1971,96000
792,1.0,234.0,672.0,672,4,672,4,6,1941,1,red,0,NA,bad,2,1,8,0,0,1950,113000
35,2.0,440.0,855.0,855,7,1456,6,5,1978,2,red,1,bad,bad,3,1,7,1,601,1978,146000
2818,2.0,396.0,836.0,1220,6,1220,4,5,1951,1,green,0,NA,bad,2,1,4,0,0,1951,102000
1469,2.0,420.0,848.0,848,3,848,6,5,2004,1,red,0,NA,good,1,1,2,0,0,2004,145000
1187,2.0,512.0,1740.0,1740,8,1740,6,5,1968,1,red,1,bad,bad,4,1,10,1,0,1968,150000
1679,2.0,440.0,765.0,765,6,1365,5,5,1971,1,red,0,NA,bad,2,1,8,1,600,1971,122500
1331,0.0,0.0,784.0,784,5,784,5,6,1924,1,red,0,NA,good,2,1,5,0,0,1950,109500
1076,2.0,550.0,1342.0,1342,6,1342,8,5,2006,2,red,1,good,good,2,1,2,0,0,2007,219500
362,2.0,400.0,1158.0,1167,6,1167,6,6,1992,2,red,0,NA,good,3,1,7,0,0,1992,173000
1139,2.0,525.0,754.0,754,6,1609,6,5,1995,2,red,0,NA,good,3,1,4,1,855,1995,182000
503,2.0,623.0,1173.0,1215,8,2232,8,5,1993,2,red,1,bad,good,3,1,10,1,1017,1994,263550
2579,1.0,353.0,1124.0,1124,6,1124,6,6,1956,1,red,1,bad,bad,3,1,5,0,0,1994,153000
2692,0.0,0.0,610.0,819,4,819,5,4,1919,1,blue,0,NA,good,2,1,9,0,0,1950,72000
528,3.0,711.0,1652.0,1662,8,1662,7,5,2006,2,red,1,good,amazing,3,1,3,0,0,2007,291000
1216,2.0,528.0,1252.0,1252,7,1252,6,6,1959,1,red,0,NA,good,3,1,10,0,0,1959,142000
744,1.0,264.0,960.0,995,5,995,5,6,1925,1,red,0,NA,bad,2,1,3,0,0,1999,115000
50,2.0,474.0,764.0,764,6,1626,7,5,2003,2,red,0,NA,good,2,1,6,1,862,2003,175500
268,2.0,420.0,848.0,848,4,848,6,5,2003,1,red,0,NA,good,1,1,4,0,0,2003,143750
2282,4.0,1356.0,1249.0,1622,7,1622,4,4,1961,1,red,1,bad,bad,3,1,3,0,0,1975,168000
1614,2.0,621.0,2217.0,2217,8,2217,8,6,1970,2,red,1,bad,good,4,1,10,0,0,1970,268000
1693,3.0,878.0,1994.0,2046,7,2046,10,5,2005,2,red,2,good,amazing,2,1,8,1,0,2006,450000
1336,1.0,208.0,862.0,950,5,1158,6,7,1929,1,red,1,good,bad,3,1,7,0,208,1950,120000
1545,1.0,240.0,720.0,760,5,1090,6,8,1940,1,red,0,NA,bad,3,1,7,0,330,2006,120000
1960,1.0,357.0,864.0,1238,6,1238,5,3,1950,1,blue,1,bad,bad,3,1,11,1,0,1950,102000
2300,2.0,502.0,1090.0,1178,6,1178,5,6,1976,1,red,0,NA,bad,3,1,6,1,0,2003,135000
2099,3.0,894.0,2140.0,2140,8,2140,8,5,2006,2,red,0,NA,good,3,1,6,1,0,2007,360000
2021,1.0,408.0,1100.0,1100,8,2264,6,8,1918,2,blue,0,NA,bad,4,1,5,1,1164,1995,200000
340,2.0,616.0,1152.0,1152,7,1797,6,5,1993,2,red,1,okay,good,3,1,3,1,645,1994,231000
552,1.0,294.0,721.0,841,4,841,4,4,1950,1,red,0,NA,bad,2,1,9,0,0,1950,82000
2425,2.0,438.0,1248.0,1248,5,1248,7,5,2005,2,red,0,NA,good,2,1,3,0,0,2006,167240
1172,2.0,462.0,600.0,624,4,1252,7,5,1999,2,red,0,NA,good,2,1,3,1,628,2000,160000
900,1.0,313.0,1150.0,1560,7,1560,5,5,1956,1,red,1,bad,bad,2,1,5,0,0,1956,103500
1750,2.0,440.0,840.0,840,7,1720,7,5,2004,2,red,1,good,good,3,1,5,1,880,2004,183500
2852,0.0,0.0,1008.0,1008,7,1522,5,5,1926,2,red,0,NA,bad,4,1,6,0,0,1950,102000
498,3.0,676.0,1225.0,1276,8,2612,8,5,1998,2,red,1,bad,good,4,1,7,1,1336,1999,336000
584,2.0,497.0,723.0,735,6,1395,6,6,1972,1,red,1,bad,bad,3,1,12,1,660,1972,162000
2094,2.0,575.0,807.0,1175,7,1982,7,6,1989,2,red,1,bad,good,3,1,1,1,807,1989,228500
2249,2.0,484.0,1084.0,1080,5,1080,6,5,1983,1,red,0,NA,bad,3,1,6,1,0,1983,134000
435,3.0,932.0,1782.0,1782,7,1782,8,5,2004,2,red,2,good,good,3,1,4,0,0,2005,296000
1205,1.0,352.0,907.0,907,5,907,4,6,1957,1,red,0,NA,bad,3,1,7,0,0,1957,109008
1245,1.0,240.0,720.0,882,4,882,5,6,1952,1,blue,0,NA,good,2,1,5,0,0,1952,116000
2403,2.0,484.0,1364.0,1364,6,1364,7,5,2005,2,red,1,good,good,2,1,6,0,0,2005,185850
2401,2.0,736.0,1058.0,1058,8,1904,8,5,2005,2,red,1,good,amazing,3,1,6,1,846,2005,275000
214,2.0,450.0,856.0,936,7,1680,5,7,1910,2,red,1,good,bad,2,2,6,0,744,1950,114900
2229,2.0,484.0,2035.0,2515,9,2515,6,3,1957,3,red,2,bad,bad,4,2,3,0,0,1975,200624
1080,3.0,644.0,1415.0,1455,6,1455,7,5,2003,2,red,1,bad,good,2,1,8,0,0,2003,195000
1261,2.0,372.0,912.0,1044,5,1044,5,6,1968,1,red,1,okay,bad,3,1,6,1,0,1968,139000
75,1.0,264.0,923.0,923,5,923,6,5,1980,2,red,1,bad,bad,2,1,5,0,0,1980,143000
2348,2.0,482.0,945.0,945,8,1857,7,5,1978,2,red,1,bad,bad,4,1,7,1,912,1978,188900
1778,3.0,754.0,1485.0,1464,6,1464,8,5,2007,2,red,0,NA,good,3,1,8,0,0,2007,282922
1333,1.0,200.0,554.0,736,6,1290,6,9,1900,1,red,0,NA,bad,3,1,4,1,554,2000,106900
2661,1.0,352.0,540.0,889,6,1440,5,4,1900,1,blue,0,NA,bad,3,1,4,0,551,1950,79000
1046,2.0,440.0,1069.0,1069,4,1069,6,6,1977,2,red,0,NA,bad,2,1,10,0,0,1977,140000
2556,2.0,528.0,600.0,747,5,747,4,5,1926,1,red,0,NA,bad,1,1,6,0,0,1953,79900
250,2.0,632.0,1187.0,1208,6,1208,7,5,2006,2,red,0,NA,good,2,1,2,0,0,2006,206000
1624,2.0,402.0,1237.0,1253,6,1253,7,5,1995,2,red,1,bad,bad,3,1,6,0,0,1996,176000
1709,3.0,818.0,1317.0,1217,7,2385,8,5,2003,2,red,1,good,good,3,1,1,1,1168,2003,350000
2127,2.0,684.0,824.0,905,7,1786,6,5,1997,2,red,0,NA,good,3,1,5,1,881,1997,204750
1527,1.0,160.0,768.0,790,4,790,6,5,1930,1,red,0,NA,bad,2,1,4,0,0,1950,91000
186,0.0,0.0,840.0,1128,12,2256,5,3,1910,2,green,0,NA,okay,4,2,6,0,1128,1950,76500
2067,1.0,224.0,680.0,798,6,1302,7,8,1940,1,blue,2,good,good,2,1,7,1,504,1998,165250
672,1.0,756.0,992.0,1306,5,1306,5,7,1957,1,red,0,NA,bad,2,1,5,0,0,2000,153000
2529,2.0,477.0,1334.0,1334,7,1334,7,6,1967,2,red,0,NA,bad,3,1,4,0,0,1967,164500
1358,1.0,228.0,796.0,825,7,1609,6,8,1910,1,red,0,NA,bad,3,1,6,0,784,1950,127500
8,2.0,608.0,1595.0,1616,5,1616,8,5,1995,2,red,1,bad,good,2,1,3,0,0,1996,236500
1991,1.0,250.0,702.0,842,6,1472,5,8,1925,1,red,0,NA,good,3,1,7,0,630,1994,125000
1651,2.0,564.0,1032.0,1032,6,1032,6,6,1978,2,red,1,bad,bad,3,1,7,0,0,1978,148000
2077,2.0,527.0,1288.0,2422,6,2422,6,7,1954,3,red,2,good,good,4,1,7,0,0,1994,255000
1091,2.0,484.0,1350.0,1358,6,1358,7,6,2007,2,red,1,good,good,2,1,11,0,0,2008,217300
2013,2.0,528.0,861.0,861,6,1409,6,5,1938,1,red,1,good,bad,3,1,3,1,548,1950,126000
635,1.0,297.0,1215.0,1215,6,1215,6,7,1958,1,blue,0,NA,bad,3,1,6,0,0,1998,155000
296,2.0,567.0,1902.0,1902,7,1902,7,8,1959,2,red,2,bad,amazing,3,1,5,0,0,2002,335000
1811,2.0,492.0,864.0,920,7,1820,6,5,1993,2,red,0,NA,good,3,1,5,1,900,1997,191750
2156,2.0,420.0,848.0,848,3,848,6,5,2003,1,red,0,NA,good,1,1,11,0,0,2003,131500
1684,3.0,730.0,1790.0,1816,7,1816,9,5,2006,2,red,1,good,amazing,3,1,8,0,0,2007,356000
1121,2.0,529.0,1372.0,1372,6,1372,7,5,2007,2,red,0,NA,good,3,1,5,0,0,2008,250580
32,2.0,440.0,1069.0,1069,4,1069,6,5,1977,2,red,1,okay,bad,2,1,7,0,0,1977,127500
134,1.0,315.0,1080.0,1128,5,1128,6,8,1966,1,red,1,good,good,2,1,1,0,0,2008,178000
1140,2.0,474.0,886.0,886,7,1680,6,5,1993,2,red,0,NA,good,3,1,10,1,794,1994,163000
449,3.0,730.0,1082.0,1105,10,2400,8,5,2003,3,red,1,good,good,4,1,6,1,1295,2004,290000
2881,0.0,0.0,660.0,1060,8,1396,5,6,1951,2,red,0,NA,bad,4,2,10,0,336,1951,115000
229,2.0,690.0,1420.0,1483,4,1483,7,7,1977,1,red,2,bad,bad,1,1,4,1,0,2001,270000
468,3.0,660.0,1373.0,1555,7,1555,7,5,2007,2,red,1,bad,good,2,1,6,0,0,2007,174000
459,2.0,539.0,1451.0,1456,6,1456,9,5,2008,2,red,1,good,amazing,2,1,4,0,0,2008,248500
2632,2.0,528.0,1045.0,1045,6,1045,7,6,1962,1,red,0,NA,bad,3,1,3,0,0,1962,120000
2898,2.0,470.0,1381.0,1403,5,1403,6,5,2000,2,red,0,NA,good,2,1,10,0,0,2000,202000
2086,1.0,253.0,1080.0,1080,7,1480,5,6,1951,1,red,1,good,bad,4,1,7,0,400,1994,136500
1014,2.0,557.0,1710.0,1710,6,1710,9,5,2007,2,red,1,good,amazing,2,1,7,0,0,2007,334000
2083,0.0,0.0,528.0,605,5,605,4,7,1920,1,red,0,NA,bad,2,1,7,0,0,2002,86000
1710,3.0,656.0,1181.0,1234,10,2374,8,5,2003,2,red,1,good,amazing,4,1,5,1,1140,2004,285000
2272,2.0,452.0,1122.0,1146,10,2486,7,5,2003,3,red,1,good,good,5,1,7,1,1340,2004,279900
1839,2.0,528.0,1550.0,1550,5,1550,8,5,2006,2,red,0,NA,good,2,1,7,1,0,2007,207500
761,1.0,220.0,560.0,704,4,704,4,9,1946,1,blue,0,NA,okay,2,1,9,0,0,2001,88750
2849,1.0,312.0,624.0,743,6,1479,7,8,1926,1,red,2,good,good,3,1,5,0,736,1997,160000
2325,2.0,462.0,935.0,955,8,1632,7,5,1998,2,red,1,bad,bad,3,1,6,1,677,1998,176500
537,3.0,845.0,1512.0,1512,6,1512,8,5,2004,2,red,0,NA,good,3,1,1,0,0,2004,203000
246,4.0,1017.0,946.0,964,8,1802,6,7,1993,2,red,1,good,good,3,1,5,1,838,1993,218000
2440,3.0,617.0,1035.0,1082,8,2322,7,5,2006,3,red,0,NA,good,4,1,8,1,1240,2006,287602
405,1.0,288.0,483.0,483,5,987,6,6,1972,1,red,0,NA,bad,2,1,7,1,504,1972,97000
1522,2.0,480.0,960.0,960,10,1920,6,7,1930,2,red,2,good,bad,4,2,7,2,960,1950,161900
589,2.0,520.0,908.0,1316,8,2288,7,7,1977,1,red,2,bad,good,4,1,11,2,972,1992,230000
247,2.0,574.0,1050.0,1062,8,1949,7,5,1993,2,red,1,bad,good,3,1,6,1,887,1994,236000
2200,1.0,240.0,731.0,981,7,1768,5,7,1937,1,red,2,bad,good,3,1,6,1,787,1950,175000
2664,2.0,576.0,596.0,998,8,1762,7,7,1920,1,red,0,NA,good,4,1,10,1,764,1950,157000
1362,2.0,400.0,880.0,880,6,1308,5,6,1915,2,red,0,NA,bad,2,1,4,0,428,1978,120000
1528,1.0,180.0,798.0,798,7,1512,8,9,1925,2,red,1,good,good,3,1,6,0,714,1997,231000
454,2.0,484.0,1350.0,1358,6,1358,7,5,2007,2,red,1,good,good,2,1,5,0,0,2008,212500
1243,1.0,288.0,1080.0,1080,5,1080,6,7,1958,1,red,0,NA,bad,3,1,6,0,0,1958,136000
1198,2.0,464.0,825.0,845,7,1670,7,6,1971,1,red,0,NA,bad,4,1,5,1,825,1971,170000
2295,2.0,531.0,716.0,716,6,1432,5,7,1977,1,red,1,good,bad,3,1,6,1,716,1977,157000
2270,2.0,571.0,1491.0,1491,7,1491,6,5,1996,2,red,1,bad,bad,3,1,11,0,0,1996,178000
288,1.0,308.0,1026.0,1026,6,1691,5,6,1924,2,red,1,good,good,3,1,5,0,665,1950,127000
475,2.0,390.0,1010.0,1010,8,2267,6,5,2002,2,red,1,bad,good,4,1,12,1,1257,2002,200000
2138,1.0,308.0,876.0,907,5,907,5,4,1977,1,red,0,NA,bad,3,1,1,0,0,1977,130000
1666,1.0,368.0,914.0,914,5,914,5,5,1970,1,red,0,NA,amazing,3,1,10,0,0,2002,133000
2119,2.0,747.0,1022.0,1022,6,1022,5,5,1994,1,red,0,NA,bad,3,1,8,0,0,1994,139500
2668,2.0,624.0,960.0,960,5,960,5,5,1958,1,red,0,NA,bad,3,1,7,0,0,1958,125000
2895,2.0,551.0,1112.0,1137,5,1137,6,6,1987,2,red,1,bad,good,2,1,7,0,0,1987,176000
1703,3.0,852.0,1143.0,1143,9,2473,8,5,2004,2,red,1,good,good,4,1,10,1,1330,2005,317000
2880,1.0,308.0,480.0,480,4,480,2,3,1949,0,blue,0,NA,bad,1,1,10,0,0,1950,35311
308,2.0,525.0,1594.0,1646,5,1646,8,5,2004,2,red,1,good,good,2,1,5,0,0,2005,246000
1817,2.0,630.0,0.0,2020,10,2020,5,5,1977,2,red,2,bad,bad,4,2,10,0,0,1977,144000
884,2.0,520.0,0.0,1126,5,1126,4,5,1949,2,red,0,NA,good,2,1,5,0,0,2003,108000
2885,2.0,576.0,1625.0,1625,6,1625,6,6,1979,2,red,1,bad,okay,3,1,9,0,0,1979,242500
1863,2.0,412.0,912.0,1152,7,1152,6,6,1968,1,red,0,NA,bad,3,1,9,1,0,1968,143450
615,1.0,352.0,709.0,979,5,1203,5,4,1950,1,red,1,bad,good,3,1,7,0,224,1950,110000
2002,1.0,160.0,912.0,912,6,1248,5,5,1930,1,blue,0,NA,bad,2,1,3,0,336,1950,87000
1430,2.0,603.0,616.0,616,8,1688,6,5,1997,2,red,0,NA,good,4,1,5,1,1072,1997,200000
430,3.0,900.0,2006.0,2020,9,2020,10,5,2009,2,red,1,good,amazing,3,1,9,1,0,2009,402861
1200,2.0,540.0,901.0,943,8,1876,6,6,1974,2,red,1,bad,good,4,1,7,1,933,1974,185000
2846,1.0,240.0,940.0,1192,6,1595,6,5,1940,1,red,2,good,bad,2,1,6,0,403,2000,140000
1856,2.0,528.0,1437.0,1437,6,1437,5,8,1976,2,red,1,okay,good,3,1,7,0,0,2004,218000
2259,2.0,433.0,1689.0,1689,7,1689,7,5,2006,2,red,0,NA,good,3,1,4,0,0,2007,231713
1029,2.0,473.0,1444.0,1444,5,1444,6,5,1976,2,red,1,good,bad,2,1,4,0,0,1976,159900
2887,2.0,490.0,1491.0,1491,7,1491,8,5,2001,2,red,0,NA,good,3,1,5,0,0,2001,209000
1733,2.0,388.0,1326.0,1326,6,1326,6,5,2005,2,red,0,NA,good,3,1,6,0,0,2005,203000
2285,1.0,253.0,546.0,546,5,1092,4,4,1972,1,red,0,NA,bad,3,1,5,1,546,1972,85500
2326,2.0,461.0,1191.0,1204,5,1204,8,5,1987,2,red,0,NA,bad,2,1,8,0,0,1987,130000
2043,1.0,264.0,771.0,866,6,1484,4,1,1910,2,red,0,NA,bad,3,1,9,0,504,1950,50000
2047,1.0,240.0,672.0,778,4,1282,5,6,1942,1,red,0,NA,bad,2,1,7,0,504,1979,108500
2433,2.0,433.0,848.0,848,7,1598,7,5,2004,2,red,1,good,good,3,1,7,1,750,2005,201490
1699,3.0,908.0,1976.0,1976,7,1976,8,5,2006,2,red,1,amazing,good,2,1,7,0,0,2007,440000
2027,1.0,216.0,714.0,1664,10,2526,6,7,1916,2,red,1,good,good,5,1,8,0,862,1950,136000
682,1.0,240.0,732.0,732,4,732,5,7,1952,1,red,0,NA,bad,2,1,9,0,0,1952,118900
1059,4.0,1150.0,1620.0,1632,10,2790,10,5,2005,2,red,1,amazing,amazing,4,1,6,1,1158,2006,460000
2878,1.0,570.0,637.0,897,7,1336,4,6,1920,1,red,0,NA,bad,3,1,9,1,439,1950,108000
958,2.0,650.0,846.0,846,6,1692,7,5,2009,2,red,0,NA,good,3,1,7,1,846,2009,224500
1234,1.0,260.0,1098.0,1098,6,1098,5,7,1955,1,red,0,NA,bad,3,1,7,0,0,1955,135000
1806,0.0,0.0,1100.0,1100,6,1100,6,5,2006,1,red,0,NA,bad,3,1,6,1,0,2007,146000
1525,1.0,308.0,840.0,840,8,1680,6,7,1915,2,red,0,NA,bad,4,1,3,0,840,1976,177000
1081,3.0,668.0,1393.0,1576,7,1576,7,5,2004,2,red,1,bad,good,2,1,5,0,0,2004,219990
2567,2.0,480.0,1235.0,1235,6,1235,5,3,1961,1,red,0,NA,bad,2,1,12,0,0,1961,98600
1622,2.0,451.0,923.0,947,7,1714,6,5,1999,2,red,1,bad,bad,3,1,4,1,767,2000,180000
2472,0.0,0.0,1131.0,1131,6,1131,6,5,2005,1,red,0,NA,good,3,1,3,1,0,2006,132000
2577,1.0,300.0,1058.0,1370,6,1370,5,6,1956,1,red,1,bad,bad,3,1,2,0,0,1956,148000
49,2.0,484.0,1370.0,1370,6,1370,8,5,2006,2,red,1,good,good,2,1,4,0,0,2006,205000
1758,2.0,442.0,915.0,940,7,1690,6,5,2000,2,red,1,bad,bad,3,1,6,1,750,2000,187000
544,2.0,620.0,1844.0,1844,7,1844,8,5,2005,2,red,1,good,good,2,1,9,0,0,2006,257000
1697,3.0,694.0,2153.0,2069,9,2643,9,5,2006,2,red,1,good,amazing,3,1,3,1,574,2006,380000
1776,3.0,852.0,1542.0,1542,6,1542,8,5,2007,2,red,1,good,good,3,1,7,0,0,2007,260261
110,2.0,535.0,1829.0,1829,8,1829,6,6,1967,2,red,0,NA,bad,4,1,5,0,0,1967,218500
1660,2.0,585.0,1228.0,1324,5,1324,7,6,1976,2,red,1,okay,good,3,1,2,0,0,1976,174000
2116,2.0,501.0,1580.0,1079,9,1953,6,5,1992,2,red,2,okay,good,3,1,6,1,874,1992,240000
514,2.0,644.0,900.0,932,7,1852,7,5,2009,2,red,1,bad,good,3,1,7,1,920,2009,252678
1642,3.0,724.0,1742.0,2042,8,2042,10,5,2006,2,red,1,good,amazing,3,1,10,0,0,2007,455000
2341,3.0,722.0,1910.0,2000,8,2000,9,5,2005,2,red,2,good,amazing,3,1,9,1,0,2005,470000
2017,1.0,180.0,939.0,939,8,1513,5,8,1920,1,red,0,NA,bad,4,1,5,1,574,2004,137500
44,3.0,820.0,2330.0,2364,11,2364,9,5,2009,2,red,2,good,amazing,2,1,3,1,0,2010,611657
1131,0.0,0.0,1080.0,1080,6,1080,7,5,2004,1,red,0,NA,good,3,1,4,0,0,2005,141000
1287,1.0,330.0,680.0,680,6,1360,5,5,1910,1,red,0,NA,bad,2,1,1,0,680,2003,111000
238,1.0,209.0,756.0,1169,8,1531,4,6,1947,1,red,1,bad,bad,3,1,6,0,0,1979,127000
1346,2.0,576.0,1100.0,1226,7,1902,5,5,1923,2,red,0,NA,bad,4,1,10,0,676,1950,123500
1748,2.0,434.0,847.0,847,8,1959,7,5,2004,2,red,1,good,good,4,1,7,1,1112,2005,215000
1636,3.0,729.0,1149.0,1164,10,2541,8,5,2005,3,red,1,good,amazing,4,1,7,1,1377,2005,349265
2727,2.0,667.0,1304.0,1304,7,2287,7,4,1953,2,red,1,bad,bad,3,1,7,0,983,1953,225000
